N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1049,성문전자,"2,385",65,+2.80%,500,465,"19,487",4.13,"74,980",30.58,-3.63,
1050,WISCOM,"3,030",55,+1.85%,500,464,"15,326",4.58,"53,521",97.74,-0.85,
1051,유안타증권우,"3,585",5,+0.14%,"5,000",463,"12,912",0.25,"9,115",3.16,N/A,
1052,TIGER 글로벌클라우드컴퓨팅INDXX,"8,815",125,+1.44%,0,462,"5,240",0.01,"18,685",N/A,N/A,
1053,신한 S&P500 VIX S/T 선물 ETN C,"9,230",605,-6.15%,0,462,"5,000",0.00,"116,492",N/A,N/A,
1054,KODEX KRX300,"17,065",95,+0.56%,0,461,"2,700",0.08,"2,857",N/A,N/A,
1055,ARIRANG ESG성장주액티브,"8,675",50,+0.58%,0,460,"5,300",0.11,411,N/A,N/A,
1056,KODEX 200ESG,"13,510",25,+0.19%,0,459,"3,400",0.00,"1,486",N/A,N/A,
1057,에이엔피,"2,035",75,+3.83%,500,455,"22,336",0.00,"119,419",-1.94,-50.96,
1058,KINDEX 인도네시아MSCI(합성),"9,660",160,+1.68%,0,454,"4,700",0.03,"27,042",N/A,N/A,
1059,이화산업,"16,100",150,+0.94%,"5,000",451,"2,800",0.25,"1,550",0.97,-2.65,
1060,삼성 레버리지 China A50 선물 ETN(H),"44,900",485,+1.09%,0,449,"1,000",0.00,24,N/A,N/A,
1061,성안,787,0,0.00%,500,447,"56,858",0.10,0,-3.23,-36.36,
1062,금호전기,"2,140",0,0.00%,500,446,"20,861",1.03,"112,846",-1.64,-100.98,
1063,KOSEF 릭소글로벌퓨처모빌리티MSCI,"10,615",60,-0.56%,0,446,"4,200",0.00,"4,056",N/A,N/A,
1064,유화증권우,"2,550",0,0.00%,"1,000",446,"17,476",0.00,92,22.57,N/A,
1065,삼화전자,"4,180",40,-0.95%,"1,000",437,"10,458",8.66,"47,891",-16.02,-19.35,
1066,KB 레버리지 S&P 500 선물 ETN(H),"10,925",200,+1.86%,0,437,"4,000",0.00,579,N/A,N/A,
1067,동원수산,"9,360",210,+2.30%,"5,000",436,"4,654",5.26,"47,351",-27.05,-6.53,
1068,하이골드3호,"2,695",5,-0.19%,"5,000",435,"16,150",0.52,"12,269",-21.56,-30.21,
1069,신한 인버스 2X 천연가스 선물 ETN(H),870,30,+3.57%,0,435,"50,000",0.01,"2,179,308",N/A,N/A,
1070,삼성 코스닥 150 ETN,"8,600",65,+0.76%,0,430,"5,000",0.00,"178,199",N/A,N/A,
1071,삼성 미국 대형 성장주 ETN,"21,410",120,-0.56%,0,428,"2,000",0.00,62,N/A,N/A,
1072,세우글로벌,"1,490",30,+2.05%,500,428,"28,705",7.40,"115,482",-32.39,2.44,
1073,두산퓨얼셀2우B,"14,300",350,+2.51%,100,427,"2,986",0.08,"3,693",286.00,N/A,
1074,TRUE 코스피 양매도 3% OTM ETN,"8,440",25,+0.30%,0,422,"5,000",0.00,1,N/A,N/A,
1075,KINDEX KIS종합채권(AA-이상)액티브,"96,200",60,+0.06%,0,421,438,0.00,2,N/A,N/A,
1076,녹십자홀딩스2우,"49,400",700,+1.44%,500,418,846,0.07,644,15.55,N/A,
1077,SK디스커버리우,"30,650",100,+0.33%,"5,000",416,"1,358",1.11,965,3.18,N/A,
1078,삼성 미국 대형 성장주 ETN(H),"20,715",120,-0.58%,0,414,"2,000",0.00,"7,148",N/A,N/A,
1079,ARIRANG 미국S&P500(H),"17,985",165,+0.93%,0,414,"2,300",0.04,"6,180",N/A,N/A,
1080,동원금속,882,4,+0.46%,500,412,"46,755",2.12,"82,437",8.82,-55.39,
1081,HANARO 200선물레버리지,"22,250",230,+1.04%,0,412,"1,850",0.13,"2,617",N/A,N/A,
1082,세기상사,"9,620",110,-1.13%,500,411,"4,276",2.78,"9,382",-21.62,-7.13,
1083,씨아이테크,"1,025",10,+0.99%,500,410,"39,952",1.62,"847,243",-2.24,-14.34,
1084,KINDEX 국고채3년,"104,600",10,+0.01%,0,408,390,0.04,"5,106",N/A,N/A,
1085,대한항공우,"36,700",100,+0.27%,"5,000",408,"1,111",1.85,"1,980",17.24,N/A,
1086,TIGER 레버리지,"19,370",110,+0.57%,0,407,"2,100",0.00,"52,536",N/A,N/A,
1087,KBSTAR 국채선물5년추종인버스,"51,755",50,-0.10%,0,404,780,0.00,206,N/A,N/A,
1088,KODEX 차이나H레버리지(H),"4,035",70,+1.77%,0,399,"9,900",0.00,"198,712",N/A,N/A,
1089,미래에셋 원자재 선물 ETN(H),"13,295",15,+0.11%,0,399,"3,000",0.00,"19,090",N/A,N/A,
1090,한솔PNS,"1,945",15,+0.78%,500,399,"20,493",4.43,"155,654",23.15,6.97,
1091,KODEX 미국S&P고배당커버드콜(합성 H),"9,935",140,+1.43%,0,397,"4,000",0.01,"10,492",N/A,N/A,
1092,신한 구리 선물 ETN(H),"19,700",135,+0.69%,0,394,"2,000",0.00,222,N/A,N/A,
1093,KODEX 바이오,"9,760",105,+1.09%,0,390,"4,000",1.15,"17,267",N/A,N/A,
1094,KODEX 미디어&엔터테인먼트,"19,345",230,+1.20%,0,387,"2,000",0.00,"25,123",N/A,N/A,
1095,KBSTAR 금융채액티브,"101,650",0,0.00%,0,386,380,0.00,107,N/A,N/A,
1096,태원물산,"5,060",30,+0.60%,500,385,"7,600",1.72,"21,241",460.00,-0.08,
1097,BYC우,"178,000",0,0.00%,"5,000",383,215,0.07,152,6.09,N/A,
1098,신한 레버리지 S&P500 선물 ETN,"18,990",380,+2.04%,0,380,"2,000",0.00,"3,688",N/A,N/A,
1099,미래에셋 K200 Auto-KO-P 2206-01 ETN,"12,555",230,-1.80%,0,377,"3,000",0.00,"121,323",N/A,N/A,
1100,TBH글로벌,"1,805",10,+0.56%,500,376,"20,857",3.97,"83,636",-4.28,-33.15,
1101,모두투어리츠,"4,800",0,0.00%,"5,000",376,"7,827",1.16,"3,471",30.19,2.72,
1102,TIGER 미국나스닥바이오,"17,530",410,+2.39%,0,375,"2,140",0.00,"5,299",N/A,N/A,
1103,센트럴인사이트,"2,490",0,0.00%,500,375,"15,060",1.93,0,-3.65,-53.41,
1104,QV 코스피 200 ETN,"37,500",265,+0.71%,0,375,"1,000",0.00,2,N/A,N/A,
1105,한성기업,"6,020",50,-0.82%,"5,000",374,"6,210",0.84,"41,721",30.87,4.52,
1106,일정실업,"31,150",850,-2.66%,"5,000",374,"1,200",0.85,"3,156",-3.59,-15.33,
1107,미래에셋 중국 심천 100 ETN,"18,640",235,+1.28%,0,373,"2,000",0.00,1,N/A,N/A,
1108,솔루스첨단소재2우B,"22,600",200,+0.89%,100,372,"1,646",0.11,"10,735",-88.98,N/A,
1109,신한 레버리지 금 선물 ETN,"18,410",255,-1.37%,0,368,"2,000",0.00,"5,504",N/A,N/A,
1110,진도,"2,955",80,+2.78%,500,368,"12,448",2.63,"63,584",-65.67,-1.84,
1111,KOSEF 미국달러선물레버리지,"9,730",10,+0.10%,0,368,"3,780",0.00,"11,045",N/A,N/A,
1112,한화솔루션우,"32,300",500,+1.57%,"5,000",363,"1,124",0.78,"1,265",8.25,N/A,
1113,KODEX 코스피TR,"12,820",55,+0.43%,0,359,"2,800",0.00,4,N/A,N/A,
1114,KODEX 고배당,"10,255",100,+0.98%,0,359,"3,500",0.00,"17,387",N/A,N/A,
1115,TIGER 200IT레버리지,"50,865","1,015",+2.04%,0,356,700,0.03,"16,061",N/A,N/A,
1116,KOSEF 미국달러선물,"12,505",0,0.00%,0,355,"2,840",0.07,"1,084",N/A,N/A,
1117,SHD,"28,950",50,-0.17%,"5,000",352,"1,215",1.35,"3,654",9.39,1.42,
1118,KODEX 탄소효율그린뉴딜,"9,015",65,+0.73%,0,352,"3,900",0.00,"4,101",N/A,N/A,
1119,삼성 미국 대형 가치주 ETN,"17,565",140,+0.80%,0,351,"2,000",0.00,4,N/A,N/A,
1120,KBSTAR 미국S&P원유생산기업(합성 H),"4,800",70,-1.44%,0,350,"7,300",4.98,"95,221",N/A,N/A,
1121,KINDEX 삼성그룹섹터가중,"15,005",65,+0.44%,0,345,"2,300",0.00,"1,643",N/A,N/A,
1122,KBSTAR 내수주플러스,"9,315",45,+0.49%,0,345,"3,700",0.00,220,N/A,N/A,
1123,하이트론,"3,550",595,+20.14%,"2,500",341,"9,611",0.58,"1,313,344",-0.93,-136.89,
1124,삼성 인버스 2X 나스닥 100 ETN(H),"6,820",265,-3.74%,0,341,"5,000",0.00,"24,936",N/A,N/A,
1125,신한 인버스 2X WTI원유 선물 ETN(H),225,5,+2.27%,0,338,"150,000",0.02,"5,292,421",N/A,N/A,
1126,삼성 China A50 선물 ETN(H),"16,860",0,0.00%,0,337,"2,000",0.00,0,N/A,N/A,
1127,코아스,"1,090",40,+3.81%,500,337,"30,907",4.98,"415,436",-20.96,-6.81,
1128,삼성 미국 대형 가치주 ETN(H),"16,805",0,0.00%,0,336,"2,000",0.00,0,N/A,N/A,
1129,체시스,"1,050",0,0.00%,500,336,"32,000",0.63,"46,259",-17.50,-8.25,
1130,부산주공,508,7,-1.36%,500,335,"65,974",0.93,"407,662",-3.88,-47.39,
1131,KBSTAR 200선물인버스2X,"2,480",15,-0.60%,0,335,"13,500",5.12,"447,734",N/A,N/A,
1132,하나 레버리지 콩 선물 ETN(H),"33,395",920,+2.83%,0,334,"1,000",0.00,"12,811",N/A,N/A,
1133,KODEX KRX기후변화솔루션,"8,780",125,+1.44%,0,334,"3,800",0.00,366,N/A,N/A,
1134,신한 레버리지 다우존스지수 선물 ETN(H),"33,255",160,+0.48%,0,333,"1,000",0.00,"1,166",N/A,N/A,
1135,비케이탑스,"2,130",50,+2.40%,500,330,"15,513",1.23,"174,406",-0.50,N/A,
1136,KOSEF 국고채3년,"110,100",55,+0.05%,0,330,300,0.00,21,N/A,N/A,
1137,삼성 레버리지 금 선물 ETN(H),"33,030",470,-1.40%,0,330,"1,000",0.00,"2,992",N/A,N/A,
1138,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"11,010",75,-0.68%,0,330,"3,000",0.00,"10,340",N/A,N/A,
1139,TIGER 코스피고배당,"15,500",95,+0.62%,0,330,"2,130",0.27,"9,247",N/A,N/A,
1140,KODEX IT,"19,355",150,+0.78%,0,329,"1,700",0.00,389,N/A,N/A,
1141,HANARO Fn전기&수소차,"8,395",50,+0.60%,0,327,"3,900",0.27,"8,918",N/A,N/A,
1142,TIGER KRX기후변화솔루션,"8,830",135,+1.55%,0,322,"3,650",0.07,"33,959",N/A,N/A,
1143,남양유업우,"192,000",0,0.00%,"5,000",320,167,63.77,396,-2.84,N/A,
1144,TIGER 농산물선물Enhanced(H),"7,575",105,+1.41%,0,318,"4,200",0.06,"67,491",N/A,N/A,
1145,TIGER 골드선물(H),"13,685",95,-0.69%,0,315,"2,300",0.03,"15,550",N/A,N/A,
1146,KODEX 200미국채혼합,"12,685",5,-0.04%,0,315,"2,480",0.05,"5,132",N/A,N/A,
1147,에이리츠,"7,320",20,+0.27%,"5,000",309,"4,217",1.12,"2,475",7.83,19.50,
1148,HANARO 코스닥150,"12,300",130,+1.07%,0,305,"2,480",0.46,52,N/A,N/A,
1149,KODEX 차이나A50,"21,635",65,+0.30%,0,303,"1,400",0.00,903,N/A,N/A,
1150,ARIRANG 미국나스닥테크,"22,405",515,+2.35%,0,302,"1,350",0.01,"3,109",N/A,N/A,
1151,코리아써우,"10,150",270,+2.73%,500,301,"2,965",0.63,"11,329",10.97,N/A,
1152,QV S&P500 버퍼10% 9월 ETN,"9,925",0,0.00%,0,298,"3,000",0.00,0,N/A,N/A,
1153,TIGER 200 헬스케어,"18,565",15,-0.08%,0,297,"1,600",5.75,"7,219",N/A,N/A,
1154,네비게이터 ESG액티브,"8,700",5,+0.06%,0,296,"3,400",0.00,225,N/A,N/A,
1155,네비게이터 친환경자동차밸류체인액티브,"9,490",40,+0.42%,0,294,"3,100",0.00,578,N/A,N/A,
1156,KODEX 코스피대형주,"13,060",20,-0.15%,0,287,"2,200",0.00,197,N/A,N/A,
1157,신한 금 선물 ETN(H),"14,360",105,-0.73%,0,287,"2,000",0.00,"1,302",N/A,N/A,
1158,KODEX 국채선물10년인버스,"49,505",10,+0.02%,0,285,576,0.00,29,N/A,N/A,
1159,TIGER 차이나반도체FACTSET,"8,800",485,+5.83%,0,285,"3,240",1.27,"14,290",N/A,N/A,
1160,ARIRANG 우량회사채50 1년,"108,730",10,+0.01%,0,283,260,0.02,"1,037",N/A,N/A,
1161,대덕전자1우,"13,450",250,+1.89%,500,282,"2,096",0.39,"8,387",21.45,N/A,
1162,KODEX 미국S&P에너지(합성),"9,250",245,-2.58%,0,282,"3,044",2.71,"30,958",N/A,N/A,
1163,삼성중공우,"245,000","56,500",+29.97%,"1,000",281,115,2.37,"11,661",-99.84,N/A,
1164,KBSTAR 글로벌4차산업IT(합성 H),"21,640",365,+1.72%,0,281,"1,300",0.00,"1,199",N/A,N/A,
1165,미래에셋 에너지화학 Core5 ETN,"13,945",70,+0.50%,0,279,"2,000",0.00,1,N/A,N/A,
1166,ARIRANG 미국장기우량회사채,"95,990",300,-0.31%,0,278,290,0.00,307,N/A,N/A,
1167,덕성우,"19,850",850,+4.47%,500,276,"1,392",0.41,"128,003",77.54,N/A,
1168,신한 콩 선물 ETN(H),"13,645",200,+1.49%,0,273,"2,000",0.00,516,N/A,N/A,
1169,미래에셋 미디어엔터 Core5 ETN,"13,605",0,0.00%,0,272,"2,000",0.00,0,N/A,N/A,
1170,메리츠 레버리지 대표 농산물 선물 ETN(H),"27,075",935,+3.58%,0,271,"1,000",0.00,"2,172",N/A,N/A,
1171,TIGER 인도니프티50레버리지(합성),"24,605","1,070",+4.55%,0,271,"1,100",0.00,"6,611",N/A,N/A,
1172,LX하우시스우,"26,200",200,+0.77%,"5,000",270,"1,032",12.34,"2,788",-2.27,N/A,
1173,미래에셋 원유선물혼합 ETN(H),"26,840",180,-0.67%,0,268,"1,000",0.00,112,N/A,N/A,
1174,에셋플러스 글로벌플랫폼액티브,"7,235",70,+0.98%,0,268,"3,700",0.06,"27,445",N/A,N/A,
1175,KODEX 미국러셀2000(H),"13,000",115,+0.89%,0,266,"2,050",0.01,520,N/A,N/A,
1176,TRUE 인버스 2X 천연가스 선물 ETN(H),"2,655",75,+2.91%,0,266,"10,000",0.00,"242,378",N/A,N/A,
1177,신한 은 선물 ETN(H),"13,180",35,-0.26%,0,264,"2,000",0.00,249,N/A,N/A,
1178,미래에셋 레버리지 옥수수 선물 ETN,"26,305",605,+2.35%,0,263,"1,000",0.00,"6,221",N/A,N/A,
1179,KODEX 에너지화학,"16,325",165,+1.02%,0,263,"1,610",0.00,"27,815",N/A,N/A,
1180,티와이홀딩스우,"20,800",100,+0.48%,500,261,"1,255",0.43,781,1.79,N/A,
1181,세방우,"7,040",20,+0.28%,500,260,"3,689",10.64,"1,101",3.28,N/A,
1182,KODEX 미국채울트라30년선물(H),"11,770",100,-0.84%,0,259,"2,200",0.07,"12,310",N/A,N/A,
1183,KINDEX 미국다우존스리츠(합성 H),"92,280",130,+0.14%,0,258,280,0.08,85,N/A,N/A,
1184,하나 레버리지 옥수수 선물 ETN(H),"25,800",535,+2.12%,0,258,"1,000",0.00,749,N/A,N/A,
1185,KBSTAR 중장기국공채액티브,"101,150",10,+0.01%,0,258,255,0.00,6,N/A,N/A,
1186,KODEX 배당성장,"14,730",110,+0.75%,0,258,"1,750",2.21,438,N/A,N/A,
1187,삼성 KRX 금현물 ETN,"12,775",65,-0.51%,0,256,"2,000",0.00,350,N/A,N/A,
1188,TIGER 구리실물,"10,865",40,-0.37%,0,255,"2,350",0.00,"7,319",N/A,N/A,
1189,KINDEX S&P아시아TOP50,"14,010",85,+0.61%,0,252,"1,800",0.00,261,N/A,N/A,
1190,ARIRANG 미국다우존스고배당주(합성 H),"16,285",5,-0.03%,0,249,"1,530",0.02,"1,936",N/A,N/A,
1191,TIGER 200 금융,"7,455",5,+0.07%,0,249,"3,340",0.00,"17,015",N/A,N/A,
1192,TIGER S&P글로벌헬스케어(합성),"17,710",175,+1.00%,0,248,"1,400",0.00,474,N/A,N/A,
1193,미래에셋 코스닥150 Auto-KO-P 2212-01 ETN,"12,340",245,-1.95%,0,247,"2,000",0.00,"2,603",N/A,N/A,
1194,TIGER AI코리아그로스액티브,"12,320",100,+0.82%,0,246,"2,000",0.00,233,N/A,N/A,
1195,파워 200,"37,890",85,+0.22%,0,246,650,0.00,48,N/A,N/A,
1196,SOL 200 Top10,"8,730",20,+0.23%,0,244,"2,800",0.00,751,N/A,N/A,
1197,KOSEF 미국달러선물인버스2X,"7,655",15,-0.20%,0,244,"3,190",0.00,134,N/A,N/A,
1198,신한 K200 USD 선물 바이셀 ETN,"12,160",25,-0.21%,0,243,"2,000",0.00,3,N/A,N/A,
1199,TIGER 차이나CSI300인버스(합성),"7,580",95,-1.24%,0,243,"3,200",0.00,"2,843",N/A,N/A,
1200,신한 브렌트원유 선물 ETN(H),"12,015",55,-0.46%,0,240,"2,000",0.00,"1,012",N/A,N/A,
1201,유유제약1우,"10,550",0,0.00%,"1,000",239,"2,267",3.34,"302,772",-202.88,N/A,
1202,KINDEX 골드선물 레버리지(합성 H),"18,390",100,-0.54%,0,239,"1,300",0.00,"21,903",N/A,N/A,
1203,신한 레버리지 미국달러 선물 ETN,"11,920",20,+0.17%,0,238,"2,000",0.00,6,N/A,N/A,
1204,KB 레버리지 항셍테크 선물 ETN(H),"3,950",180,+4.77%,0,237,"6,000",0.00,"90,196",N/A,N/A,
1205,신한 레버리지 구리 선물 ETN,"23,690",370,+1.59%,0,237,"1,000",0.00,"2,447",N/A,N/A,
1206,미래에셋 KRX금 Auto-KO-C(참200) 2210 ETN,"11,820",0,0.00%,0,236,"2,000",0.00,0,N/A,N/A,
1207,삼성 레버리지 나스닥 100 ETN(H),"11,745",430,+3.80%,0,235,"2,000",0.00,"18,431",N/A,N/A,
1208,대신 2X 아연선물 ETN(H),"11,670",315,+2.77%,0,233,"2,000",0.00,290,N/A,N/A,
1209,TIGER KRX게임K-뉴딜,"9,130",185,+2.07%,0,233,"2,550",4.29,"55,716",N/A,N/A,
1210,KBSTAR 국고채3년,"110,680",15,+0.01%,0,232,210,0.00,198,N/A,N/A,
1211,대상우,"16,900",50,+0.30%,"1,000",232,"1,370",3.64,"2,305",6.54,N/A,
1212,TIMEFOLIO BBIG액티브,"8,890",65,+0.74%,0,231,"2,600",0.05,590,N/A,N/A,
1213,NPC우,"4,370",10,-0.23%,500,231,"5,280",1.58,"37,458",7.42,N/A,
1214,KODEX WTI원유선물인버스(H),"5,835",95,+1.66%,0,230,"3,950",0.00,"284,459",N/A,N/A,
1215,ARIRANG 미국단기우량회사채,"99,490",110,+0.11%,0,229,230,0.00,151,N/A,N/A,
1216,미래에셋 K200 Auto-KO-P 2212-01 ETN,"11,410",125,-1.08%,0,228,"2,000",0.00,318,N/A,N/A,
1217,하이트진로2우B,"20,150",250,-1.23%,"5,000",228,"1,130",2.87,"1,525",27.45,N/A,
1218,HANARO Fn K-게임,"7,410",140,+1.93%,0,226,"3,050",0.00,"5,334",N/A,N/A,
1219,KBSTAR 비메모리반도체액티브,"10,000",90,+0.91%,0,226,"2,260",0.45,"11,216",N/A,N/A,
1220,TRUE 레버리지 금 선물 ETN,"22,595",340,-1.48%,0,226,"1,000",0.00,145,N/A,N/A,
1221,HANARO Fn K-POP&미디어,"9,585",85,+0.89%,0,225,"2,350",0.03,"50,716",N/A,N/A,
1222,베트남개발1,163,0,0.00%,0,224,"137,680",0.00,"19,400",N/A,N/A,
1223,HANARO 고배당,"11,490",25,+0.22%,0,224,"1,950",0.00,302,N/A,N/A,
1224,TRUE 레버리지 베트남 VN30 선물 ETN(H),"22,335",505,+2.31%,0,223,"1,000",0.00,18,N/A,N/A,
1225,삼성 코스피 풋매도 4% OTM ETN,"11,155",0,0.00%,0,223,"2,000",0.00,0,N/A,N/A,
1226,KODEX 헬스케어,"13,120",25,+0.19%,0,223,"1,700",1.37,"11,711",N/A,N/A,
1227,SOL 미국S&P500ESG,"10,130",105,+1.05%,0,223,"2,200",0.04,"9,531",N/A,N/A,
1228,KINDEX 미국고배당S&P,"10,095",85,+0.85%,0,222,"2,200",0.00,"11,939",N/A,N/A,
1229,신한 인버스 코스닥 150 선물 ETN,"11,095",155,-1.38%,0,222,"2,000",0.00,"20,479",N/A,N/A,
1230,미래에셋 인버스 코스닥150 선물 ETN,"11,095",150,-1.33%,0,222,"2,000",0.00,"14,690",N/A,N/A,
1231,KODEX TRF7030,"13,050",40,+0.31%,0,222,"1,700",0.00,"1,625",N/A,N/A,
1232,KOSEF 200선물레버리지,"18,260",110,+0.61%,0,221,"1,210",0.00,"8,840",N/A,N/A,
1233,QV 레버리지 금 선물 ETN(H),"21,985",0,0.00%,0,220,"1,000",0.00,0,N/A,N/A,
1234,KTOP 코스피50,"26,045",205,+0.79%,0,219,840,0.01,104,N/A,N/A,
1235,신한 옥수수 선물 ETN(H),"10,935",90,+0.83%,0,219,"2,000",0.00,"2,969",N/A,N/A,
1236,메리츠 레버리지 금 선물 ETN(H),"21,825",0,0.00%,0,218,"1,000",0.00,0,N/A,N/A,
1237,KODEX TRF5050,"12,075",5,+0.04%,0,217,"1,800",0.00,"1,714",N/A,N/A,
1238,KODEX Fn시스템반도체,"9,030",120,+1.35%,0,217,"2,400",0.00,"21,615",N/A,N/A,
1239,QV iSelect 글로벌 EMP ETN(H),"10,735",70,+0.66%,0,215,"2,000",0.00,7,N/A,N/A,
1240,QV 인버스 미국 IT TOP5 ETN(H),"10,695",0,0.00%,0,214,"2,000",0.00,0,N/A,N/A,
1241,TIGER Fn신재생에너지,"8,360",220,+2.70%,0,213,"2,550",0.01,"30,564",N/A,N/A,
1242,KODEX 배당성장채권혼합,"11,835",15,+0.13%,0,213,"1,800",0.00,212,N/A,N/A,
1243,TIGER 코스닥150선물인버스,"4,945",65,-1.30%,0,213,"4,300",0.90,"1,020,123",N/A,N/A,
1244,삼성 레버리지 구리 선물 ETN(H),"21,115",310,+1.49%,0,211,"1,000",0.00,"2,631",N/A,N/A,
1245,TRUE 레버리지 구리 선물 ETN,"21,020",0,0.00%,0,210,"1,000",0.00,0,N/A,N/A,
1246,신한 인버스 코스피 200 선물 ETN,"10,505",45,-0.43%,0,210,"2,000",0.00,2,N/A,N/A,
1247,미래에셋 인버스 코스피200 선물 ETN,"10,435",70,-0.67%,0,209,"2,000",0.00,2,N/A,N/A,
1248,메리츠 레버리지 구리 선물 ETN(H),"20,815",125,+0.60%,0,208,"1,000",0.00,29,N/A,N/A,
1249,TIGER 삼성그룹펀더멘털,"11,185",110,+0.99%,0,208,"1,860",0.00,493,N/A,N/A,
1250,넥센타이어1우B,"3,185",15,-0.47%,500,207,"6,500",5.49,"9,251",12.34,N/A,
1251,QV 레버리지 구리 선물 ETN(H),"20,635",0,0.00%,0,206,"1,000",0.00,0,N/A,N/A,
1252,하나 레버리지 구리 선물 ETN(H),"20,605",0,0.00%,0,206,"1,000",0.00,0,N/A,N/A,
1253,메리츠 미국레버리지 인플레이션국채ETN(H),"10,280",95,-0.92%,0,206,"2,000",0.00,99,N/A,N/A,
1254,코오롱우,"19,000",100,+0.53%,"5,000",205,"1,076",7.09,"1,941",1.42,N/A,
1255,KBSTAR 200선물레버리지,"18,525",145,+0.79%,0,204,"1,100",0.01,"35,667",N/A,N/A,
1256,메리츠 미국 인플레이션 국채 ETN(H),"10,185",40,-0.39%,0,204,"2,000",0.00,"6,042",N/A,N/A,
1257,신한 다우존스지수 선물 ETN(H),"20,180",0,0.00%,0,202,"1,000",0.00,0,N/A,N/A,
1258,TIGER K게임,"13,865",250,+1.84%,0,201,"1,450",0.21,"9,816",N/A,N/A,
1259,메리츠 인플레이션 국채 ETN,"10,035",40,+0.40%,0,201,"2,000",0.00,35,N/A,N/A,
1260,메리츠 레버리지 인플레이션 국채 ETN,"10,015",95,+0.96%,0,200,"2,000",0.00,3,N/A,N/A,
1261,ARIRANG 코스피,"28,610",145,+0.51%,0,200,700,0.16,385,N/A,N/A,
1262,QV 미국 IT TOP5 ETN(H),"28,460",535,+1.92%,0,199,700,0.00,173,N/A,N/A,
1263,KODEX 국채선물10년,"66,380",20,-0.03%,0,199,300,0.00,124,N/A,N/A,
1264,LX홀딩스1우,"13,500",200,-1.46%,"1,000",198,"1,465",3.94,"11,059",N/A,N/A,
1265,TRUE 인버스 2X 은 선물 ETN,"19,745",0,0.00%,0,197,"1,000",0.00,0,N/A,N/A,
1266,미래에셋 인버스 2X 은 선물 ETN,"19,725",0,0.00%,0,197,"1,000",0.00,0,N/A,N/A,
1267,신한 FnGuide 메타버스 ETN,"9,840",170,+1.76%,0,197,"2,000",0.00,"95,641",N/A,N/A,
1268,KODEX 운송,"5,960",45,+0.76%,0,197,"3,300",0.00,"134,852",N/A,N/A,
1269,삼양홀딩스우,"64,600",200,-0.31%,"5,000",196,304,0.26,254,2.19,N/A,
1270,KOSEF 코스피100,"27,880",30,+0.11%,0,195,700,0.00,127,N/A,N/A,
1271,TIGER 200 에너지화학,"16,820",195,+1.17%,0,195,"1,160",0.77,"1,998",N/A,N/A,
1272,KODEX 미국나스닥100선물인버스(H),"11,390",240,-2.06%,0,194,"1,700",11.14,"53,303",N/A,N/A,
1273,메리츠 인버스 2X 은 선물 ETN(H),"19,175",35,+0.18%,0,192,"1,000",0.00,10,N/A,N/A,
1274,QV 인버스 레버리지 은 선물 ETN(H),"19,145",0,0.00%,0,191,"1,000",0.00,0,N/A,N/A,
1275,네비게이터 글로벌메타버스테크액티브,"8,300",155,+1.90%,0,191,"2,300",4.15,"246,934",N/A,N/A,
1276,미래에셋 Q150 Core5 ETN,"9,515",240,+2.59%,0,190,"2,000",0.00,2,N/A,N/A,
1277,미래에셋 레버리지 은 선물 ETN,"18,925",0,0.00%,0,189,"1,000",0.00,0,N/A,N/A,
1278,미래에셋 코스피200 선물 ETN,"9,460",50,+0.53%,0,189,"2,000",0.00,"2,608",N/A,N/A,
1279,FOCUS KRX300,"17,150",140,+0.82%,0,189,"1,100",0.00,"5,835",N/A,N/A,
1280,HANARO 글로벌탄소배출권선물ICE(합성),"12,570",15,+0.12%,0,189,"1,500",0.00,"6,730",N/A,N/A,
1281,TIGER MSCI KOREA ESG리더스,"10,260",80,+0.79%,0,188,"1,830",0.01,37,N/A,N/A,
1282,TRUE 레버리지 은 선물 ETN,"18,715",285,-1.50%,0,187,"1,000",0.00,"44,620",N/A,N/A,
1283,신한 코스피 200 ETN,"9,350",45,+0.48%,0,187,"2,000",0.00,"13,248",N/A,N/A,
1284,대한제당우,"2,880",30,+1.05%,500,187,"6,483",1.98,"183,147",9.54,N/A,
1285,TIGER KRX300,"16,945",60,+0.36%,0,186,"1,100",0.75,80,N/A,N/A,
1286,QV S&P500 VIX S/T 선물 ETN C,"9,280",650,-6.55%,0,186,"2,000",0.00,"7,617",N/A,N/A,
1287,메리츠 레버리지 은 선물 ETN(H),"18,345",150,-0.81%,0,183,"1,000",0.00,30,N/A,N/A,
1288,KODEX 다우존스미국리츠(H),"14,095",205,+1.48%,0,183,"1,300",0.08,"18,785",N/A,N/A,
1289,TRUE 인버스 2X 구리 선물 ETN,"18,305",0,0.00%,0,183,"1,000",0.00,0,N/A,N/A,
1290,QV 레버리지 은 선물 ETN(H),"18,265",185,+1.02%,0,183,"1,000",0.00,60,N/A,N/A,
1291,TRUE 인버스 2X 금 선물 ETN,"18,235",250,+1.39%,0,182,"1,000",0.00,531,N/A,N/A,
1292,KODEX 미국달러선물레버리지,"10,210",10,+0.10%,0,182,"1,780",0.00,"49,341",N/A,N/A,
